Country,Query,Status,Excluding AMP,Difference after excluding AMP,Match,Streamlined_Match,AMP Cited
São Tomé and Príncipe,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
São Tomé and Príncipe,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
São Tomé and Príncipe,5. Allow for to isolation of contacts?,No relevant documents identified,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
São Tomé and Príncipe,6. What level of government quarantines?,No relevant documents identified,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
São Tomé and Príncipe,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
São Tomé and Príncipe,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,
Saudi Arabia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Saudi Arabia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Saudi Arabia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Saudi Arabia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Saudi Arabia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Saudi Arabia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Saudi Arabia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Saudi Arabia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Senegal,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Senegal,2. What level of government isolates?,No relevant documents identified,,,No - AI provides wrong info,No,
Senegal,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Senegal,4. Does the law limit isolation to a list?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Senegal,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Senegal,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Senegal,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Senegal,8. Does the law limit quarantine to a list?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Serbia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Serbia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Serbia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Serbia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Serbia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Serbia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Serbia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Serbia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Seychelles,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Seychelles,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 10.15.49.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/plCBDmazEnfdVqVTzomzIA/UDC_TpxnRIDbMutSdFkjq1v40Y5UIux7y7U18QSvEQB4PkjZ6UyMfM5U_w0AFKE9OLgO9EqR0ZQyVNVoTEERid677CJJC5WC8U5iehT0xs-B2TNqnuqXU_BIfTuYB4e_tmeBAXY8vUu81ik3Eiz4exx4D7KXL18We2C8vIGQP6fT9PpKKlTsHIhdOI5Kr6Ao/5EyAznvl_hXYXX0Odh5dM0TghrAgZtUej2HnWj2kHII),No major difference,Yes,Yes,checked
Seychelles,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 10.16.56.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/mHp0drHTv0dODmaNKBAIqg/YUqNE_AtBNZ_uXqFNpCX0pTVFVy4TAjLhTR_dNNYGvgpN1IRiEV_T0gqVKgEDYfKUV56aXujYNwd4ISDjrmkdwij1bqSEktgoMvrC1bK0an3JZqdDpTVXn6Fval10j4JQSk8oou8LtySx1JeJk2L9jGYgevYL4DU8e1k2KJ8U4-bBnWYIok8EZBnT6WlFlh8/-ufBSWcelhlpmkuf_AfjpQFqIx0Pw6410hlMACv8wKs),No major difference,No - AI provides wrong info,No,checked
Seychelles,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 10.19.00.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/FfhkpDWXkFcJHqYfp7sWew/SBPjjuNesoCAqEdWQEosGHhftKftUj2tCu1vUNsKtV5CHCXSi_MKkoObpaHhiaCEsRgoU7hm465nToE8DNw4DcJ5wKgga9kszWPh6O3wcQxAowoAW_dEjdr0JnDiIMF-I3g3oFYiztL-0LfguJJbk6MYiAjYrlfunY3HLl7UfdI2WnzYAQoXaVeceVAQg887/oIb22w28glMmt_qJCDuawvn5lBcTkPfFZmQ_TxibJIg),Major difference,No - AI misses info found by human,No,checked
Seychelles,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Seychelles,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Seychelles,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Seychelles,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Sierra Leone,1. What law allows the government to isolate?,New document identified - suggest excluding,Screenshot 2024-09-16 at 10.22.06.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/_gDwdHNIrRQ6n80NLdwHPA/cfjo6Ddd4MZtvumKp0NajPex2PfW-QKcY_InJGVAaaktyhWnRPJfjLDdtZaX-S2DH4bHMYIOdlOqXCCBAfVobT10sY_sVahDO9h0AmPXlWW6i5QjLixh6_fbnRUudf1T9n1QdcYgVwQCUL6fQ6cKmxc0NQyG4Rq_rhOFKBldGeuxxFqNv1kYROC_9yp-3QW9/sbnPm26eGdJQG3Fws9Ippsa0QPKnSfqgFnkNq0oV9R8),Major difference,No - AI misses info found by human,No,checked
Sierra Leone,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Sierra Leone,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 10.23.41.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/TT7r5kZB46Nj_dD1fXNvCg/4Y5CpI8GekJ7Xc7mKee7pq2rx2K6AQEsGg5GTnfvwV-CsNwZmlti8hqUy9oEZnkOz5T8uRqmexdB9QFmOYuaW3FAxcklswGQZWq3qZ2dNVLKAbxVU2o-ACSzbjbirCeanJV_J8Pa6vEIPAuiEal1mHDrpUge-fwSRBUyzeU55mpnaYoN7M03kiS63HA_hWzB/41tDkikQlSBx5xazQ7VgTU9g2EhFHILe1Z3_oZgKehU),No major difference,Yes,Yes,checked
Sierra Leone,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.17.00 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/Xd1dNyl_-8wx-O_ooR51KQ/IuUCsDjIJxFuC3cvL9Ebes2HmqZYo8jbVRbV6YYUbPLqQoqbQl4QJCVQFdPvLCjjOOCvBfJKtlJ28pfANYxserUDk8uAE9SH3EcYknt6uDuR7ynm1M4htAnIDZ5CwesgT4Wa3qGNTH3yS4JFOX5gaHghCNqrXjZZXQm7pSnYebU_lWzDqffpWL_h6agUSl7G/K_h2hby2n6NdIwtXgy10d7qHIVnv_5Q5SLODEqAMed8),No major difference,Yes,Yes,checked
Sierra Leone,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.18.07 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/2J49iNDfLSUtXIlrx6ZRLA/jSJiJ-XHY_H_ByfwzddWSIYX9wd67Hk9rRo2eR9NbDIc1dl4IoDDXCDUgbrCYVZzXCk6iZZ6ONLOvenVxXVOo9WSyUfqtZdR5oFmXReKFIB3IscGrY2fqgiNSvxYB28zCQTRaqmi5lAA105kMkms7xtVBrkxg0ziV3554O2b63kh-REPNmMvptHhw24kZrHF/e9O_3PrQ8PQnGVWzm5Hp_uzWKfx8o6JsDTAoSx4-rVM),No major difference,Yes,Yes,checked
Sierra Leone,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Sierra Leone,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Sierra Leone,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.20.36 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/KmftXduLsq5jwHuruWIrhw/wrtUSkFJaemV4wpxVXqJLIV62lScVb_RtHCrpYoU9XQl0dkZhxwkixASfiWx9mZn2Jyzok_Xys_2GyUY_BeYnLjw5j6f5a4AQeaAzTzPid-nJHSDM1BwXcNAQijrLdWCGYngc-gZ--g1JTULn0Qv_JheEDw7RLCpMJ9m_2HLO9pJkpVVLOEgFLlzIOvTsusj/IT_bUQQTqB-0rsnnry34C2VpYvyxbM4OzZuaovpxmgo),No major difference,Yes,Yes,checked
Singapore,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Singapore,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Singapore,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Singapore,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Singapore,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Singapore,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Singapore,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Singapore,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovakia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.26.00 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/-TAebk-VD1SOQE_ursv7Ww/Ts0xexHI_lz-ANf7bsej8NYFkXt6th7T_a6Sw6V77iRnmAM_lcAxKkciG9Oft9yz86z5sAORzuKYdaJlInoHsWoFTTai7qyHvtO-CjV4VP9eUd0k3lffr1-3GOE4agSqMJijpDkSuetTpC7QDArUhBQXVU_cawzRrPHUXw1CCspZW70K32gKRLWoIpKK6hM2/FWsS6iRzmtQDZLrLomcvCMNSxWpwANAgPlbrFDfXRWU),No major difference,Yes,Yes,checked
Slovakia,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.27.13 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/YA2nPQoUEHmYe8dk8-E0Xw/h2hWXVwvxAN_Xr1ekNQ9DYyTdP1ZeUi1AZ1V_FWB8MIcwlNFPwBm9lhLNpSThjQAMj4_Qtishqhl7yfVbI0zcU4X3UJYDjItpmQ4fjZSq1Hepkdlb8WZZ_fK56Do72drStdlYypeIkBBol5zpFHV8waCd5HpG3zhN2SguGN3ykkraI76SSv43YBzvH1J3XBy/fF7dyjTmVJSzbvj6bKJDzW3pR-wQbXm98-oRAw1pi7Q),No major difference,Yes,Yes,checked
Slovakia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.28.28 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/y_rZJwgSRNonavG-82paOQ/tStL8iw2lZTVHVmlfyRtbY2eWlMFHU2ardpxzkPUBAxXN-DZhBrvPQo0RRWm7qLwJn5N6vofyyvI6lh0WqWP7sOKghcwym2QtGE3NMqiQ5Y52E-j-o9rGOEfF4EL0TC4V2n7cf5j2r82rhM_uPUSCyw09WPY8ngcAk5zkCnFxBB6Of5O0hKz6mqw2C-rLAA9/tfGVJVdKAMKFYdTqmBkuL3hDXG-DepjO7ekY-JOzmAM),No major difference,Yes,Yes,checked
Slovakia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.29.39 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/JsxS8kyz0XvMMSAVz6rTaw/EYp7vtaz6HD7Dd5eztbizLlc2ivpPvjrA3TBKADzB4R31CeIUO_LL5o6Uh2Kun53-edrzVPtTewmY2HWlRzI_0HedKVubWJpQE2tTFQkFv4sOHvv77v8it0B9ZxnqTOU3MXTnsi_NfvbmCVL_Dk9wi8PGrvhMTJDsQQKyo0kFhGDgsztDKXCYu89riYpXcUj/ciTig9Nn-tql5MOoBZrJ7igxnM11piVHEUK31F5cHzA),No major difference,Yes,Yes,checked
Slovakia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.31.35 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/JcimZDdU_IVrJ8SPERZl_w/qrXBiL9Ei36Lzg-VET2evSN8lyxzemU9lJ3j1fKAtwmQ4clGsbpsgw9Euzc8e1FjlRatt32-ThcGmQTZY1LCgcThGhHGrMyMHxYo6NDsz8SIM94VVEECphgaovLvr1tRdRZXhdnjALM4qhyomF4eMRFYu2dFJ-L0wuM-L367lF2EjIyBDTJjyMVzmtPZX7ID/FkYyWzNLBOMkANvy5vCM1xhQXEXBMKfgnAfj_XMotvQ),No major difference,Yes,Yes,checked
Slovakia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovakia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.34.22 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/zegK1xiTrO_s719P1J0IYQ/Ix6b5Iyj08v0C6bXSOb3wZ2FeykOdWl0fIZIW1Ssm9_nuhIt9Xjm8F94h2ymuMAsR9TbQ762gQ0mPnB55WuNy7xSBXk5KI4IrEQ71CZe6LH7dNiYRXlbtTptH-rJA6AopIMuZtxOW8CLFMyp0GhbQu5SKa339DfTICL20z6-esJh4S_eQsQhFzO1W_VsWpPR/7BsCTdPbXHP74bl0z6s7euvBJ_tzI_7PGC164wEvQpE),No major difference,Yes,Yes,checked
Slovakia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Slovenia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Solomon Islands,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Solomon Islands,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Solomon Islands,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Solomon Islands,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Solomon Islands,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Solomon Islands,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Solomon Islands,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Solomon Islands,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Somalia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
South Africa,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
South Sudan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Spain,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Sri Lanka,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Sri Lanka,2. What level of government isolates?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Sri Lanka,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Sri Lanka,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Sri Lanka,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Sri Lanka,6. What level of government quarantines?,Identified document(s) already in Airtable,,,No - Both AI misses info found by human and human misses info found by AI,No,
Sri Lanka,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Sri Lanka,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Sudan,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Sudan,2. What level of government isolates?,No relevant documents identified,,,No - AI provides wrong info,No,
Sudan,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Sudan,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Sudan,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Sudan,6. What level of government quarantines?,No relevant documents identified,,,No - AI provides wrong info,No,
Sudan,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Sudan,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Suriname,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Suriname,2. What level of government isolates?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Suriname,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Suriname,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Suriname,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Suriname,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Suriname,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Suriname,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Sweden,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Sweden,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Sweden,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Sweden,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Sweden,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Sweden,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Sweden,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Sweden,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Switzerland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Syrian Arab Republic (Syria),1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Syrian Arab Republic (Syria),2. What level of government isolates?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Syrian Arab Republic (Syria),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Syrian Arab Republic (Syria),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Syrian Arab Republic (Syria),5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Syrian Arab Republic (Syria),6. What level of government quarantines?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Syrian Arab Republic (Syria),7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Syrian Arab Republic (Syria),8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Tajikistan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Tajikistan,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Tajikistan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tajikistan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Tajikistan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Tajikistan,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Tajikistan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tajikistan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Thailand,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Thailand,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Thailand,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.38.40 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/yvzAywOGDog2kI_IqsgeyQ/Zl4Sf_NBkYOg_ekN_sn-L1NstLS25vkMz6LR4FsTf5mKLQ75kGUP2yL3r21LG8isfJK6b6TdS4B15whhTDPuq8aM6V_a-hUVbRFItITGWgwf2KKtWhmsBDCz6t6DmoNQruuFt-a8XxB24nwkiae-cczpTJEa9Id7qmBVmgDMw9PRJ2dUlyyGDIqUjYnjgAbJ/FnxTPtz3AzMINvwK3Z3YFHlN7vQNuwJnGCSxp0-d4Eg),No major difference,Yes,Yes,checked
Thailand,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.39.57 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/1f11Uf91SH0LogkiQG0rKg/DOIN4JVoPxA863Sfnfep9eYXvj0Zo-qpn4CUH1z_2qzqCO6HgAHc3oLzrOk3FQw9HNcGdDas_xvfDCgfi-mIGkxbOO1-pRIo3c3xmWLEO2G8lCBTheBUqmbe2tqwRlBZIgflro17Bj16dcpQ7YDAf3pQLsPTjf_bY0zZ3zY0AYlJYVVUsFgwQBd_MwNx987Z/QysO2DJq7Zag_Ezhras4ZtpfI8Hso6m8EE310gwCQ4M),No major difference,Yes,Yes,checked
Thailand,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.40.43 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/kdBrXNXhImXeqUpVdalzRw/OJbURBrvRFjPtIcabkuBRgsJ_gz9IySW5rmTjo-fbn9JEzYWshYuMypNj5jPXAg9mFSpqrDMy-g6aLNpZynMIKb5OmncyVXxZ_JzWEMrai3ECAD6xtTtjHW9129TeuuHqbH8J-pb3ewriW-sKi0J9gObFNSCGibRPqjIGoMo1Hg_619F0OBJ79TSZAoGNseP/WZM54MQkV596agPWw96wePP4q7KieRNFLiG6nAwk6WA),No major difference,Yes,Yes,checked
Thailand,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Thailand,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Thailand,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Timor-Leste,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Timor-Leste,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Timor-Leste,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Timor-Leste,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Timor-Leste,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Timor-Leste,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Timor-Leste,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
