Country,Query,Status,Match,AMP Cited
Nepal,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Nepal,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Netherlands,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Netherlands,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Netherlands,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Netherlands,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Netherlands,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Netherlands,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Netherlands,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Netherlands,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
New Zealand,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
New Zealand,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
New Zealand,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
New Zealand,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
New Zealand,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
New Zealand,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
New Zealand,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
New Zealand,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Nicaragua,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Nicaragua,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Nicaragua,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Nicaragua,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Nicaragua,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Nicaragua,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Nicaragua,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Nicaragua,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Niger,1. What law allows the government to isolate?,No relevant documents identified,Yes,
Niger,2. What level of government isolates?,No relevant documents identified,Yes,
Niger,3. Isolation enforcement mechanisms?,No relevant documents identified,Yes,
Niger,4. Does the law limit isolation to a list?,No relevant documents identified,Yes,
Niger,5. Allow for to isolation of contacts?,No relevant documents identified,No - AI misses info found by human,
Niger,6. What level of government quarantines?,No relevant documents identified,No - AI misses info found by human,
Niger,7. Quarantine enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Niger,8. Does the law limit quarantine to a list?,No relevant documents identified,No - AI misses info found by human,
Nigeria,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Nigeria,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Nigeria,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Nigeria,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Nigeria,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Nigeria,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Nigeria,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Nigeria,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Niue,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Niue,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Niue,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Niue,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Niue,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Niue,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Niue,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Niue,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
North Macedonia (Macedonia; FYROM),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
North Macedonia (Macedonia; FYROM),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
North Macedonia (Macedonia; FYROM),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
North Macedonia (Macedonia; FYROM),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
North Macedonia (Macedonia; FYROM),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
North Macedonia (Macedonia; FYROM),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
North Macedonia (Macedonia; FYROM),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
North Macedonia (Macedonia; FYROM),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Norway,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Norway,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Norway,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Norway,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Norway,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Norway,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Norway,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Norway,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Oman,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Oman,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Oman,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Oman,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Oman,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Oman,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Oman,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Oman,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Pakistan,1. What law allows the government to isolate?,New document identified - suggest excluding,,
Pakistan,2. What level of government isolates?,New document identified - suggest excluding,,
Pakistan,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,,
Pakistan,4. Does the law limit isolation to a list?,New document identified - suggest excluding,,
Pakistan,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,
Pakistan,6. What level of government quarantines?,New document identified - suggest excluding,,
Pakistan,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,
Pakistan,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,,
Palau,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Palau,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Palau,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Palau,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Palau,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Palau,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Palau,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Palau,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Panama,1. What law allows the government to isolate?,No relevant documents identified,No - AI misses info found by human,
Panama,2. What level of government isolates?,No relevant documents identified,"Exact match in answer, but no law found",
Panama,3. Isolation enforcement mechanisms?,No relevant documents identified,,
Panama,4. Does the law limit isolation to a list?,No relevant documents identified,No - AI misses info found by human,
Panama,5. Allow for to isolation of contacts?,No relevant documents identified,,
Panama,6. What level of government quarantines?,No relevant documents identified,"Exact match in answer, but no law found",
Panama,7. Quarantine enforcement mechanisms?,No relevant documents identified,,
Panama,8. Does the law limit quarantine to a list?,No relevant documents identified,No - AI misses info found by human,
Papua New Guinea,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Papua New Guinea,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Papua New Guinea,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Papua New Guinea,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Papua New Guinea,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Papua New Guinea,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Papua New Guinea,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Papua New Guinea,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Paraguay,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Paraguay,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Paraguay,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Paraguay,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Paraguay,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Paraguay,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Paraguay,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,No - AI misses info found by human,
Paraguay,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Peru,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,checked
Peru,2. What level of government isolates?,Identified document(s) already in Airtable,,checked
Peru,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,checked
Peru,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,checked
Peru,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,checked
Peru,6. What level of government quarantines?,Identified document(s) already in Airtable,,checked
Peru,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,checked
Peru,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,checked
Philippines,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Philippines,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Philippines,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Philippines,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Philippines,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Philippines,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Philippines,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Philippines,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Poland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Poland,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Poland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Poland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Poland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Poland,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Poland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Poland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Portugal,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Portugal,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Portugal,3. Isolation enforcement mechanisms?,New document identified - suggest including,No - AI provides additional info missed by human,
Portugal,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Portugal,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Portugal,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Portugal,7. Quarantine enforcement mechanisms?,New document identified - suggest including,No - AI provides additional info missed by human,
Portugal,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Qatar,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Qatar,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Qatar,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Qatar,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,
Qatar,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Qatar,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Qatar,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Qatar,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,
Republic of Korea (South Korea; ROK),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Republic of Korea (South Korea; ROK),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Republic of Korea (South Korea; ROK),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Republic of Korea (South Korea; ROK),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Republic of Korea (South Korea; ROK),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Republic of Korea (South Korea; ROK),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Republic of Korea (South Korea; ROK),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Republic of Korea (South Korea; ROK),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Republic of Moldova,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Republic of Moldova,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Republic of Moldova,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,No - Both AI misses info found by human and human misses info found by AI,checked
Republic of Moldova,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Republic of Moldova,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Republic of Moldova,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Republic of Moldova,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,No - Both AI misses info found by human and human misses info found by AI,checked
Republic of Moldova,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Romania,1. What law allows the government to isolate?,Identified document(s) already in Airtable,No - AI misses info found by human,
Romania,2. What level of government isolates?,New document identified - suggest including,No - Both AI misses info found by human and human misses info found by AI,
Romania,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,No - AI provides wrong info,
Romania,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Romania,5. Allow for to isolation of contacts?,New document identified - suggest including,No - AI provides additional info missed by human,
Romania,6. What level of government quarantines?,New document identified - suggest including,"AI provides correct info, human was entirely wrong",
Romania,7. Quarantine enforcement mechanisms?,New document identified - suggest including,"AI provides correct info, human was entirely wrong",
Romania,8. Does the law limit quarantine to a list?,New document identified - suggest including,Yes,
Russian Federation,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Russian Federation,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Russian Federation,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Russian Federation,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,
Russian Federation,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Russian Federation,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Russian Federation,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Russian Federation,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Rwanda,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Rwanda,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Rwanda,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Rwanda,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Rwanda,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Rwanda,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Rwanda,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Rwanda,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Saint Kitts and Nevis (St Kitts and Nevis),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Saint Kitts and Nevis (St Kitts and Nevis),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Saint Kitts and Nevis (St Kitts and Nevis),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Saint Kitts and Nevis (St Kitts and Nevis),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Saint Kitts and Nevis (St Kitts and Nevis),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Saint Kitts and Nevis (St Kitts and Nevis),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Saint Kitts and Nevis (St Kitts and Nevis),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Saint Kitts and Nevis (St Kitts and Nevis),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Saint Lucia (St Lucia),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Saint Lucia (St Lucia),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Saint Lucia (St Lucia),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Saint Lucia (St Lucia),4. Does the law limit isolation to a list?,New document identified - suggest excluding,No - AI provides wrong info,
Saint Lucia (St Lucia),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Saint Lucia (St Lucia),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Saint Lucia (St Lucia),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Saint Lucia (St Lucia),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Saint Vincent and the Grenadines (St Vincent and the Grenadines),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Samoa,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Samoa,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Samoa,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Samoa,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Samoa,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Samoa,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Samoa,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Samoa,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
San Marino,1. What law allows the government to isolate?,No relevant documents identified,No - AI misses info found by human,
San Marino,2. What level of government isolates?,No relevant documents identified,No - AI misses info found by human,
San Marino,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,No - AI misses info found by human,
San Marino,4. Does the law limit isolation to a list?,No relevant documents identified,No - AI misses info found by human,
San Marino,5. Allow for to isolation of contacts?,New document identified - suggest excluding,No - AI misses info found by human,
San Marino,6. What level of government quarantines?,New document identified - suggest excluding,No - AI misses info found by human,
San Marino,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,No - AI misses info found by human,
San Marino,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,No - AI misses info found by human,
São Tomé and Príncipe,1. What law allows the government to isolate?,New document identified - suggest excluding,No - Both AI misses info found by human and human misses info found by AI,
São Tomé and Príncipe,2. What level of government isolates?,No relevant documents identified,No - Both AI misses info found by human and human misses info found by AI,
São Tomé and Príncipe,3. Isolation enforcement mechanisms?,No relevant documents identified,No - Both AI misses info found by human and human misses info found by AI,
São Tomé and Príncipe,4. Does the law limit isolation to a list?,No relevant documents identified,No - AI misses info found by human,
São Tomé and Príncipe,5. Allow for to isolation of contacts?,No relevant documents identified,"AI provides correct info, human was entirely wrong",
São Tomé and Príncipe,6. What level of government quarantines?,No relevant documents identified,"AI provides correct info, human was entirely wrong",
São Tomé and Príncipe,7. Quarantine enforcement mechanisms?,No relevant documents identified,"AI provides correct info, human was entirely wrong",
São Tomé and Príncipe,8. Does the law limit quarantine to a list?,No relevant documents identified,No - AI provides additional info missed by human,
Saudi Arabia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Saudi Arabia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Saudi Arabia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Saudi Arabia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,
Saudi Arabia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Saudi Arabia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Saudi Arabia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Saudi Arabia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Senegal,1. What law allows the government to isolate?,No relevant documents identified,No - AI misses info found by human,
Senegal,2. What level of government isolates?,No relevant documents identified,No - AI provides wrong info,
Senegal,3. Isolation enforcement mechanisms?,No relevant documents identified,,
Senegal,4. Does the law limit isolation to a list?,No relevant documents identified,"Exact match in answer, but no law found",
Senegal,5. Allow for to isolation of contacts?,No relevant documents identified,No - AI misses info found by human,
Senegal,6. What level of government quarantines?,No relevant documents identified,,
Senegal,7. Quarantine enforcement mechanisms?,No relevant documents identified,,
Senegal,8. Does the law limit quarantine to a list?,No relevant documents identified,"Exact match in answer, but no law found",
Serbia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Serbia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Serbia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Serbia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,checked
Serbia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Serbia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Serbia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Serbia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,No - AI provides wrong info,checked
Seychelles,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Seychelles,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Seychelles,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,checked
Seychelles,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Seychelles,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Seychelles,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Seychelles,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,
Seychelles,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Sierra Leone,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Sierra Leone,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Sierra Leone,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Sierra Leone,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Sierra Leone,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Sierra Leone,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Sierra Leone,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Sierra Leone,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Singapore,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Singapore,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Singapore,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Singapore,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Singapore,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Singapore,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Singapore,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Singapore,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Slovakia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Slovakia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Slovakia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Slovakia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Slovakia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Slovakia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Slovakia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Slovakia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Slovenia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Slovenia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Slovenia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Slovenia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Slovenia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Slovenia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Slovenia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Slovenia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Solomon Islands,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Solomon Islands,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Solomon Islands,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,No - AI misses info found by human,
Solomon Islands,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Solomon Islands,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Solomon Islands,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Solomon Islands,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,No - AI misses info found by human,
Solomon Islands,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Somalia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Somalia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Somalia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Somalia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Somalia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Somalia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Somalia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Somalia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
South Africa,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
South Africa,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
South Africa,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
South Africa,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
South Africa,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
South Africa,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
